7.073792122307531827e+01 5.451244502135023140e+01 1.454088243615278770e+02 2.275307772501046202e+02 2.169376852942577898e+02 9.544560310679116810e+01
9.726493888071217953e+01 7.523661146351014395e+01 2.008020597976956196e+02 3.150830207123726723e+02 3.001867180468570950e+02 1.312881526286819280e+02
9.990196926296675883e+01 7.725168210325864493e+01 2.061705340981479821e+02 3.234315971773175988e+02 3.081600302910355822e+02 1.348433550889772050e+02
6.767707183938864546e+01 5.212519588176110119e+01 1.390299278120619419e+02 2.174631970416594413e+02 2.073611353952492209e+02 9.131036323121043097e+01
6.324915235100161226e+01 4.865625859350097926e+01 1.297544253266887608e+02 2.027753911402833182e+02 1.934022150164037157e+02 8.532578990895081006e+01
8.065214124831027220e+01 6.224887263957543837e+01 1.660851052825837542e+02 2.601918240348422842e+02 2.479982010668018120e+02 1.088390413516617627e+02
6.064124727686066763e+01 4.621346645911853557e+01 1.230621512319585236e+02 1.909379043232529511e+02 1.824705523910952252e+02 8.173269407655789109e+01
5.951760873350986003e+01 4.559253869001258863e+01 1.214985751770618663e+02 1.892165008195042901e+02 1.806415398194194495e+02 8.026352236131651807e+01
6.821413150174203111e+01 5.252155819780432466e+01 1.400803879299837718e+02 2.190542181230885035e+02 2.088917662110834499e+02 9.203146020241229053e+01
6.418707028405606252e+01 4.935598390416930670e+01 1.316027424257144958e+02 2.055358037264186351e+02 1.960691255284082217e+02 8.659336518880309086e+01
9.191671563809904910e+01 7.108297445137804971e+01 1.897100397819340287e+02 2.976294264527641644e+02 2.835708787988596669e+02 1.240661280807285038e+02
9.188047101662914429e+01 7.050477566841095722e+01 1.879308188761870042e+02 2.930205912240471662e+02 2.796516122560451549e+02 1.239339048271817774e+02
9.179784862123096900e+01 7.087773870080650340e+01 1.891186521942627223e+02 2.963615647749556956e+02 2.824508044621934459e+02 1.238844334880354836e+02
8.881183075412809558e+01 6.859577985251667087e+01 1.830400331920836834e+02 2.869144518978446285e+02 2.734267229395009053e+02 1.198581491004274540e+02
5.924605102572058968e+01 4.553243925743595355e+01 1.214030644539479908e+02 1.895653281262220844e+02 1.808443583652797315e+02 7.991958989806016689e+01
8.052760550412995144e+01 6.197434162999343243e+01 1.652854496434547400e+02 2.584138628077453177e+02 2.464393706470982579e+02 1.086362090607985920e+02
8.951748573837630829e+01 6.904590196823710357e+01 1.842051732798026933e+02 2.884601738489827767e+02 2.749723382453530576e+02 1.207919766669119781e+02
5.382735050265864629e+01 4.115046014551512599e+01 1.096280913522414266e+02 1.704758262620407550e+02 1.628164830991399867e+02 7.257300750607282680e+01
8.828997387753315707e+01 6.805542814342152269e+01 1.815437157798905901e+02 2.841461078624197398e+02 2.708980538052237534e+02 1.191292773002087415e+02
6.741778822921742176e+01 5.193072963191457347e+01 1.385133568567825932e+02 2.166713577133323270e+02 2.066018716782373303e+02 9.096169839409685665e+01
7.385009420264532309e+01 5.694408383241443516e+01 1.519085404343550181e+02 2.378053534673827016e+02 2.267068789333152381e+02 9.965090541532890711e+01
8.009851875271897370e+01 6.168037491087579838e+01 1.645166881861059665e+02 2.573303273526989869e+02 2.453752656278174982e+02 1.080625747878621041e+02
7.254324577091847459e+01 5.589223091307826508e+01 1.490849381968655507e+02 2.332487705335861392e+02 2.223983424488551464e+02 9.787935778783185015e+01
7.646284085565912392e+01 5.861036620149798182e+01 1.562090329785405629e+02 2.434192396597591141e+02 2.323493180754467176e+02 1.031195965625811368e+02
5.463089903524314650e+01 4.195739566662700781e+01 1.118624832509303815e+02 1.745996737290715828e+02 1.665847556236076343e+02 7.368700262957372615e+01
9.889550378820376864e+01 7.647522202279765224e+01 2.040991961310874103e+02 3.201890104638514458e+02 3.050687682446950930e+02 1.334849659504411648e+02
6.292993379557310618e+01 4.840878974900306275e+01 1.290948607675809399e+02 2.017469648961723578e+02 1.924206513879407794e+02 8.489349502770392064e+01
5.967608841892342753e+01 4.505542743817568407e+01 1.197919178693982758e+02 1.844266567518698139e+02 1.766255336654603525e+02 8.037057049703662415e+01
7.495803283184341126e+01 5.780912115022283615e+01 1.542206293326162267e+02 2.414591180314555459e+02 2.301812043513809840e+02 1.011477711491147602e+02
8.814936543819521830e+01 6.814051916348125815e+01 1.818460159977212243e+02 2.852058508085301582e+02 2.717563547629451932e+02 1.189753652471822534e+02
7.536384359400199173e+01 5.801758250002080786e+01 1.547329547028648449e+02 2.419231050537428018e+02 2.307114060086723839e+02 1.016784834610652979e+02
