5.697531350481682466e+00 3.347009799513266159e+00 1.361559376913396591e+01 2.136374678401466554e+01 2.048061854790239522e+01 9.911905130810140463e+00
2.484141951998921627e+00 1.425505621620303032e+00 6.011773856972865815e+00 9.482233134881255410e+00 9.131998907662705278e+00 4.359531861450136603e+00
7.116971599488010725e+00 4.038446755718098302e+00 1.744970390011798145e+01 2.756657576837795887e+01 2.657889112721295533e+01 1.266610836565789100e+01
3.978525126545150670e+00 2.254891528866018291e+00 9.736349865110980772e+00 1.538724143737414352e+01 1.484252967990335037e+01 7.057829009190299985e+00
3.246634031432108713e+00 1.909282569136117047e+00 7.688875438647585270e+00 1.207029178189316099e+01 1.157933518656534488e+01 5.578916340175595678e+00
3.776188067719374430e+00 2.158483538981506911e+00 9.167338082435890101e+00 1.446325171025341660e+01 1.393227126362637591e+01 6.642185173807348519e+00
4.314717952767082920e+00 2.421002821362080226e+00 1.058456864251019169e+01 1.676402844211077081e+01 1.620254630697098719e+01 7.649882148964877615e+00
2.667841743463270632e+00 1.575317636265118892e+00 6.320248133215500275e+00 9.909890922229578791e+00 9.496130832232893226e+00 4.593846602927328604e+00
3.540115568907992838e+00 1.963560700081494304e+00 8.733489072652616869e+00 1.386453461694861744e+01 1.342739316795450577e+01 6.300027208266527623e+00
1.168282993530877434e+01 6.696397819281109776e+00 2.853956339926185137e+01 4.497990181594002479e+01 4.327752294372521646e+01 2.076062732990857285e+01
9.181075270730332250e+00 5.099920679005741420e+00 2.274693607874644385e+01 3.609012216124801853e+01 3.492869589449492196e+01 1.645204761772453139e+01
6.576126141437441674e+00 3.731703795438768623e+00 1.602162396671076294e+01 2.531957207228163043e+01 2.442592389686450360e+01 1.159567852023113232e+01
5.052672682356757150e+00 2.863317341095978463e+00 1.233228841569908241e+01 1.949203016792768040e+01 1.880580257700484026e+01 8.927253124624400016e+00
7.308776380221942759e+00 4.058736956239123117e+00 1.789349653368699933e+01 2.842491390092720849e+01 2.755020733150746537e+01 1.287551404753217810e+01
1.170596438079965651e+01 6.929327584812327245e+00 2.775920422787271491e+01 4.347652355122056633e+01 4.161895076142741345e+01 2.019575322335083456e+01
6.159231097399043620e+00 3.635349704499105883e+00 1.459907866299397483e+01 2.289549274679842483e+01 2.194335764990717053e+01 1.061373109742416432e+01
6.293110257429475496e+00 3.582832002683055350e+00 1.529997174812950789e+01 2.417612399692109193e+01 2.331928923689031308e+01 1.108547970507160585e+01
4.328239854836411382e+00 2.410461485685033267e+00 1.075004720970210315e+01 1.703931067832655799e+01 1.647508564194663450e+01 7.789268139005486091e+00
5.294272748495728820e+00 3.121183916220452659e+00 1.254443647614345991e+01 1.967707785538425469e+01 1.886261996345797343e+01 9.112219838876853828e+00
4.681483998864166551e+00 2.650989416428259915e+00 1.137935165474902988e+01 1.799629356139507763e+01 1.737384635747707762e+01 8.220880286451830443e+00
3.622791127474243922e+00 2.028733397989981313e+00 8.940241318758921807e+00 1.416676961149994440e+01 1.369535727812905179e+01 6.477941549480760841e+00
4.075483317238933978e+00 2.329401356261335820e+00 9.954328972998382596e+00 1.570182214918020236e+01 1.511933634989929942e+01 7.233836948005517797e+00
3.331308464099947741e+00 1.958762532777342358e+00 7.821723233654324758e+00 1.229069874705839993e+01 1.180390980600179773e+01 5.655845233510376602e+00
4.680324219123917828e+00 2.638409152204545194e+00 1.132148814304883899e+01 1.791808343410764337e+01 1.731466706242315468e+01 8.138250206409963994e+00
2.688755500673863708e+00 1.523480725776231282e+00 6.501555990912834204e+00 1.028161840128933591e+01 9.927432920997262045e+00 4.685161631191164133e+00
6.851754229113538486e+00 3.997374738469005706e+00 1.640117102483418421e+01 2.577578473518121882e+01 2.474717508897902007e+01 1.191319059667443980e+01
6.355953082134277565e+00 3.529339765540534302e+00 1.573071006380422432e+01 2.496493096748383778e+01 2.416765372616498553e+01 1.137198195475926354e+01
8.989650432672846136e+00 5.185722693536490624e+00 2.178352334266384105e+01 3.429771048579857506e+01 3.297657710261307784e+01 1.583109286240480174e+01
6.654728197852620042e+00 3.875924054001139041e+00 1.606060286762306077e+01 2.523823042276364959e+01 2.422307018984884053e+01 1.170033827493918466e+01
2.991233675332608755e+00 1.823244496849071083e+00 6.894844298537805116e+00 1.074539239335729235e+01 1.024363465391706995e+01 5.026307715513610219e+00
1.233553922680189885e+01 7.140146109857880674e+00 2.985235917098555092e+01 4.697467646196616897e+01 4.514018053681013498e+01 2.171809401565005260e+01
3.868246625558469987e+00 2.203083785879201173e+00 9.368872991820467178e+00 1.479453959502393445e+01 1.426476060048412364e+01 6.769626433400873111e+00
